,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
918,hCzQckqLu,bog trotters,A person of common or low class Irish ancestry.,,True,,100.0,eng,bog trotter,,,True,False,False,False,False,False,True,191,79,0,2018-11-01 20:33:43,2018-11-01 20:33:43
919,ZfcunBxMA,bogans,"[1] A male Native American. [2] In Australia or New Zealand, white trash or a redneck.",,False,,75.0,eng,bogan,,,True,True,False,False,False,False,True,436,237,0,2018-11-01 20:33:43,2018-11-01 20:33:43
920,pQXBbqXja,bohunks,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,,False,,,eng,bohunk,,,True,True,False,False,False,False,False,57,31,0,2018-11-01 20:33:43,2018-11-01 20:33:43
921,P3GaZAtGq,blaxicans,A person of mixed Mexican and African ancestry,,True,,44.0,eng,blaxican,,,True,True,False,False,False,False,False,111,62,1,2018-11-01 20:33:42,2018-11-01 20:33:42
922,xWdqvqUhf,blockheads,"In Australia, a person of Macedonian descent.",,False,,,eng,blockhead,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
923,sXTEqJqsx,bludgers,[1] A shiftless or unemployed person. [2] A pimp.,,False,,,eng,bludger,,,False,False,False,False,False,False,True,0,0,0,2018-11-01 20:33:42,2018-11-01 20:33:42
924,PtYczJbsH,blue gums,A black person.,,False,,25.0,eng,blue gum,,,False,True,False,False,False,False,False,66,29,1,2018-11-01 20:33:42,2018-11-01 20:33:42
925,RYJRsEinq,bluegums,An African-American perceived as being lazy and who refuses to work.,,False,,,eng,bluegum,,,False,True,False,False,False,False,False,23,15,0,2018-11-01 20:33:42,2018-11-01 20:33:42
926,gryozFdeV,black Barbies,A black woman when she wears her hair and makeup to try and look like a white woman.,A doll,False,,,eng,black Barbie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
927,yZ4zLcfXs,black dagos,[1] A Sicilian [2] A darker-skinned Italian [3] An Italian of allegedly African ancestry,,True,,,eng,black dago,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:41,2018-11-01 20:33:41
928,yoAGYcwDn,black invaders,Accusative term for refugees or immigrants of darker complexion,,True,,,eng,black invader,,,False,True,False,False,False,False,False,19,13,1,2018-11-01 20:33:41,2018-11-01 20:33:41
929,pdFFuEQWA,bints,A human female,,False,,10.0,eng,bint,,,False,False,False,True,False,False,False,195,79,1,2018-11-01 20:33:40,2018-11-01 20:33:40
930,iojqzthth,birds,"In the UK, derogatory word for woman",Winged vertebrate,False,,25.0,eng,bird,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 20:33:40,2018-11-01 20:33:40
931,rAmNt4BDp,bitter clingers,one who clings to their guns and religions,,False,,25.0,eng,bitter clinger,,,False,False,False,False,False,False,True,299,127,0,2018-11-01 20:33:40,2018-11-01 20:33:40
932,WzbDUTCQC,bix noods,An African-American,,False,,,eng,bix nood,,,False,True,False,False,False,False,False,4,4,0,2018-11-01 20:33:40,2018-11-01 20:33:40
933,NgECBiZzY,bhremptis,"An Indian, based on the perceived pronunciation of 'twenty'.",,False,,,eng,bhrempti,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
934,KZaWfDssU,beaner shnitzels,Offspring of a hispanic parent and a German parent,,True,,,eng,beaner shnitzel,,,True,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
935,tvNnRmTKD,beaners,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,100.0,eng,beaner,,,False,True,False,False,False,False,False,531,277,0,2018-11-01 20:33:39,2018-11-01 20:33:39
936,XupoxRUJ4,beanies,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",,False,,,eng,beaney,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
937,wXBVLXa43,Bengalis,"Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them ""Bengali"" indicates they should be eliminated from Myanmar.",A Bengali citizen or inhabitant of Bangladesh,False,,41.0,eng,Bengali,,,True,True,True,False,False,False,False,0,0,0,2018-11-01 20:33:39,2018-11-01 20:33:39
938,chajwxwhX,beach niggers,An overly tanned Caucasian,,True,,,eng,beach nigger,,,False,True,False,False,False,False,False,3,1,0,2018-11-01 20:33:38,2018-11-01 20:33:38
939,dVBvEXYEm,bean dippers,A non-hispanic person who dates hispanic women,,False,,25.0,eng,bean dipper,,,False,True,False,False,False,False,False,2,2,0,2018-11-01 20:33:38,2018-11-01 20:33:38
940,oNHANQscn,beaner babies,An infant of hispanic descent,,True,,86.0,eng,,anchor baby,,False,True,False,False,False,False,False,71,48,0,2018-11-01 20:33:38,2018-11-01 20:33:38
941,temXUPiyk,beaner baby,An infant of hispanic descent,,True,,96.0,eng,,anchor babies,,False,True,False,False,False,False,False,117,61,0,2018-11-01 20:33:38,2018-11-01 20:33:38
942,KZLFmdpfY,banana benders,An Australian from Queensland,,True,,1.0,eng,banana bender,,,True,False,False,False,False,False,False,122,110,0,2018-11-01 20:33:37,2018-11-01 20:33:37
943,iYwnzkVun,banana landers,An Australian from Queensland,,True,,,eng,banana lander,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:37,2018-11-01 20:33:37
944,zHVtG2zDd,bananas,"An Asian-American who has lost their heritage. Yellow on the outside, white on the inside.",A fruit,False,,,eng,banana,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:37,2018-11-01 20:33:37
945,BiGrCzyJU,bamboo coons,A person of Chinese ancestry,,True,,,eng,bamboo coon,,,True,True,False,False,False,False,False,1,1,0,2018-11-01 20:33:36,2018-11-01 20:33:36
946,UNPQRsKHE,Aunt Janes,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,25.0,eng,Aunt Jane,,,False,True,False,False,False,False,False,7,7,0,2018-11-01 20:33:35,2018-11-01 20:33:35
947,JitgPJQfP,Aunt Jemimas,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,50.0,eng,Aunt Jemima,,,False,True,False,False,False,False,False,148,108,0,2018-11-01 20:33:35,2018-11-01 20:33:35
948,PJbqZaFtk,Aunt Marys,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,63.0,eng,Aunt Mary,,,False,True,False,False,False,False,False,13,8,0,2018-11-01 20:33:35,2018-11-01 20:33:35
949,HCZseQRri,Aunt Sallys,"A black woman who 'kisses up' to white people, a 'sellout,' female counterpart of Uncle Tom.",A person's name,False,,,eng,Aunt Sally,,,False,True,False,False,False,False,False,7,3,0,2018-11-01 20:33:35,2018-11-01 20:33:35
950,fNaTqgDmv,azns,Abbreviation for 'asian',,False,,,eng,azn,,,False,True,False,False,False,False,False,125,68,0,2018-11-01 20:33:35,2018-11-01 20:33:35
951,hDrCYKWyY,Argies,An Argentinian.,,False,,,eng,Argie,,,True,False,False,False,False,False,False,149,63,0,2018-11-01 20:33:34,2018-11-01 20:33:34
952,tVbseqfjx,Armos,A person of Armenian descent.,,False,,,eng,Armo,,,False,True,False,False,False,False,False,86,40,0,2018-11-01 20:33:34,2018-11-01 20:33:34
953,YKTHARGvB,Anglos,"A Caucasian, particularly an American",,False,,,eng,Anglo,,,False,True,False,False,False,False,False,201,112,0,2018-11-01 20:33:33,2018-11-01 20:33:33
954,kAnxuagZJ,Anns,"A white woman to a black person, or a black woman who acts too much like a white one. While Miss Ann, also just plain Ann, is a derisive reference to the white woman, by extension it is applied to any black woman who puts on airs and tries to act like Miss Ann.",A person's name,False,,63.0,eng,Ann,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33
955,kuuCGBswG,apes,A black person,A primate,False,,93.0,eng,ape,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33
956,wesJaXio4,apples,"An American Indian (Native American) who is 'red on the outside, white on the inside.' Used primarily by other American Indians to indicate someone who has lost touch with their cultural identity. First used in the 1980s.",A fruit,False,,,eng,apple,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:33,2018-11-01 20:33:33
957,uXJuFbgGn,Amos,An Amish person.,,False,,50.0,eng,Amo,,,False,False,True,False,False,False,False,0,0,0,2018-11-01 20:33:32,2018-11-01 20:33:32
958,dUzTUnsBR,anchor babies,"A child of illegal immigrants, particularly in the United States, from the notion of dropping an anchor for other family members to acquire citizenship",,True,,62.0,eng,anchor baby,,,False,True,False,False,False,False,False,1119,566,0,2018-11-01 20:33:32,2018-11-01 20:33:32
959,PxsWdFnsW,Angies,"Used in Quebec to denote English-speaking Canadians, from 'Anglophone'.",A person's name,False,,,eng,Angie,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:32,2018-11-01 20:33:32
960,KeAHsWNKo,Americoons,Combination of American and 'coon',,True,,,eng,Americoon,,,False,True,False,False,False,False,False,31,22,0,2018-11-01 20:33:31,2018-11-01 20:33:31
961,FKLGmBHnA,Ahabs,From Moby-Dick. Ahab hunted the white whale.,,False,,72.0,eng,Ahab,,,False,False,False,False,False,False,False,0,0,0,2018-11-01 20:33:29,2018-11-01 20:33:29
962,VWqNzWkeA,albinos,A Caucasian person.,One who is born with an absence of skin and hair pigmentation,False,,,eng,albino,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:29,2018-11-01 20:33:29
963,FfBcDJC9H,abos,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,82.0,eng,abo,,,False,True,False,False,False,False,False,24,15,0,2018-11-01 20:33:28,2018-11-01 20:33:28
964,uK22Hwkqz,African catfishes,Referring to Muslims in Myanmar as an invasive species,,True,,,eng,African catfish,,,False,True,True,False,False,False,False,0,0,0,2018-11-01 20:33:28,2018-11-01 20:33:28
965,rhjpYp2ee,Africoons,Combination of African and 'coon'.,,True,,89.0,eng,Africoon,,,False,True,False,False,False,False,False,320,198,0,2018-11-01 20:33:28,2018-11-01 20:33:28
966,2HZo9mCFi,Afro-Saxons,Caucasian person who 'acts black',,True,,25.0,eng,Afro-Saxon,,,False,True,False,False,False,False,False,60,44,0,2018-11-01 20:33:28,2018-11-01 20:33:28
967,cATPpXa4G,afs,"An African, used by white Rhodesians.",,False,,100.0,eng,af,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:28,2018-11-01 20:33:28
968,4wdioUyAQ,abbos,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",,False,,,eng,abbo,,,False,True,False,False,False,False,False,52,34,0,2018-11-01 20:33:27,2018-11-01 20:33:27
969,ExHX2yTyR,ABCDs,"American-Born Confused Desi, Indian Americans, Pakistani Americans or other South Asians, (desi) who were born in the United States. Used chiefly by South Asian immigrants to imply confusion about cultural identity.",First letters of the English alphabet,False,,40.0,eng,ABCD,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:33:27,2018-11-01 20:33:27
970,NtvpxgvMT,ziojew,Derogatory term for a Jewish zionist or those being accused of such,,True,,96.0,eng,,,,False,True,True,False,False,False,False,58,13,0,2018-11-01 19:42:49,2018-11-01 19:42:49
971,czQmdgfms,yard ape,A black person,,True,,99.0,eng,,,,False,True,False,False,False,False,False,145,77,0,2018-11-01 19:42:47,2018-11-01 19:42:47
972,DAGYWQbgi,yellow invader,Accusative term for refugees or immigrants from Asia,,True,,97.0,eng,,,,False,True,False,False,False,False,False,13,12,0,2018-11-01 19:42:47,2018-11-01 19:42:47
973,dzgfnwkrZ,wegro,A white person who is acting like a black person,,False,,99.0,eng,,,,False,True,False,False,False,False,False,24,14,0,2018-11-01 19:42:46,2018-11-01 19:42:46
974,RCAkVRfYf,whigga,A white person who is acting like a black person,,True,,71.0,eng,,,,False,True,False,False,False,False,False,1150,664,0,2018-11-01 19:42:46,2018-11-01 19:42:46
975,KEZm8ckXa,tree nigger,A Native American person,,True,,100.0,eng,,,,False,True,False,False,False,False,False,6,3,0,2018-11-01 19:42:45,2018-11-01 19:42:45
976,oeRxL7WaN,wapanese,A white person who is acting like a Japanese person,,False,,78.0,eng,,,,False,True,False,False,False,False,False,37,24,0,2018-11-01 19:42:45,2018-11-01 19:42:45
977,VxcEzomv2,suspook,A black person suspected of a crime,,True,,99.0,eng,,,,False,True,False,False,False,False,False,8,5,0,2018-11-01 19:42:43,2018-11-01 19:42:43
978,Y9kqviVYq,taco nigger,An Hispanic person,,True,,99.0,eng,,,,False,True,False,False,False,False,False,20,3,0,2018-11-01 19:42:43,2018-11-01 19:42:43
979,sXCcFRi2B,sheboon,Combination of 'she' and 'baboon' to indicate a black woman,,True,,99.0,eng,,,,False,True,False,False,False,False,False,772,431,0,2018-11-01 19:42:40,2018-11-01 19:42:40
980,Ln8VMqGCX,sand nip,A person from the South Pacific,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:38,2018-11-01 19:42:38
981,CedaYXctD,reffo,Derogatory term for refugees,,False,,95.0,eng,,,,False,True,False,False,False,False,False,38,28,0,2018-11-01 19:42:37,2018-11-01 19:42:37
982,VKmAhQTR2,rice nigger,An Asian person,,True,,93.0,eng,,,,False,True,False,False,False,False,False,28,22,0,2018-11-01 19:42:37,2018-11-01 19:42:37
983,HeThmckyy,red nigger,A Native American person,,True,,98.0,eng,,,,False,True,False,False,False,False,False,18,8,0,2018-11-01 19:42:36,2018-11-01 19:42:36
984, tEKbCmzG,pavement ape,A black person,,True,,98.0,eng,,,,False,True,False,False,False,False,False,232,159,0,2018-11-01 19:42:30,2018-11-01 19:42:30
985,eLqnd73CV,Palestinkian,Childish slur for Palestinians,,True,,48.0,eng,,,,True,False,False,False,False,False,False,3,0,0,2018-11-01 19:42:29,2018-11-01 19:42:29
986,UyxRQXYGZ,niggera,Alternative use of the term 'nigger',,True,,98.0,eng,,,,False,True,False,False,False,False,False,96,50,0,2018-11-01 19:42:28,2018-11-01 19:42:28
987,KZLFMFzqY,niggerette,Female diminuitive of 'nigger',,True,,98.0,eng,,,,False,True,False,False,False,False,False,57,41,0,2018-11-01 19:42:28,2018-11-01 19:42:28
988,4geTZPV4f,niggerfag,A homosexual of African descent,,True,,98.0,eng,,,,False,True,False,False,True,False,False,11,6,0,2018-11-01 19:42:28,2018-11-01 19:42:28
989,MhpsEBUGG,niggerize,To increase African American / African influence,,True,,98.0,eng,,,,False,True,False,False,False,False,False,73,21,0,2018-11-01 19:42:28,2018-11-01 19:42:28
990,PwazibGyA,niggerwool,Describing the texture of African American hair,,True,,98.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:28,2018-11-01 19:42:28
991,RnVgazWDZ,nigger-knock,Intimidation of black families by anonymous knocking on their front doors,,True,,99.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 19:42:27,2018-11-01 19:42:27
992,MQGLHULja,nappyhead,Describing the texture of African American hair,,True,,99.0,eng,,,,False,True,False,False,False,False,False,136,82,0,2018-11-01 19:42:25,2018-11-01 19:42:25
993,wEYnsHwCX,muzzpig,Derogatory portmanteau of Muslim and 'pig',,True,,94.0,eng,,,,False,False,True,False,False,False,False,1,0,0,2018-11-01 19:42:24,2018-11-01 19:42:24
994,VtzBYjZGF,muzzrat,Derogatory portmanteau of Muslim and 'rat',,True,,94.0,eng,,,,False,False,True,False,False,False,False,144,69,0,2018-11-01 19:42:24,2018-11-01 19:42:24
995,gZyFnochq,muzzy,Perjorative diminuitive of Muslim,,True,,83.0,eng,,,,False,False,True,False,False,False,False,401,166,0,2018-11-01 19:42:24,2018-11-01 19:42:24
996,BZoFdqLCY,musla,Perjorative diminuitive of Muslim,,False,,94.0,eng,,,,False,False,True,False,False,False,False,73,41,0,2018-11-01 19:42:23,2018-11-01 19:42:23
997,sfCkhijyu,muslimal,Derogatory portmanteau of Muslim and 'animal',,True,,80.0,eng,,,,False,False,True,False,False,False,False,4,1,0,2018-11-01 19:42:23,2018-11-01 19:42:23
998,DHWeAGvKd,kneegrow,Alternative form of 'negro',,True,,99.0,eng,,,,False,True,False,False,False,False,False,1196,622,17,2018-11-01 19:42:19,2018-11-01 19:42:19
999,bYNFmB8LF,jewbag,A selfish or greedy Jew,,True,,96.0,eng,,,,False,True,True,False,False,False,False,60,36,0,2018-11-01 19:42:18,2018-11-01 19:42:18
1000,cRsYPQKdm,jew-fucker,One who has sexual relations with Jews,,True,,93.0,eng,,,,False,True,True,False,False,False,False,5,5,0,2018-11-01 19:42:17,2018-11-01 19:42:17
1001,eMDrkxqjs,honklet,The diminuitive of 'honky',,True,,83.0,eng,,,,False,True,False,False,False,False,False,10,5,0,2018-11-01 19:42:16,2018-11-01 19:42:16
1002,dLqTxhyMq,hori,Perjorative term for Maori people,,False,,83.0,eng,,,,False,True,False,False,False,False,False,32,25,0,2018-11-01 19:42:16,2018-11-01 19:42:16
1003,G8FKDRnpW,guidette,A woman of Italian descent,,False,,80.0,eng,,,,False,True,False,False,False,False,False,181,119,0,2018-11-01 19:42:14,2018-11-01 19:42:14
1004,wKoDjEFZY,gash,Derogatory term referring to a woman's genitals,,False,,85.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2018-11-01 19:42:13,2018-11-01 19:42:13
1005,ndkUVAgRe,gay,[1] Someone who acts like a homosexual [2] Something stupid.,A homosexual,False,,76.0,eng,,,,False,False,False,False,True,False,False,1,0,0,2018-11-01 19:42:13,2018-11-01 19:42:13
1006,MNG9UNPHj,gimp,A disabled person,,False,,97.0,eng,,,,False,False,False,False,False,True,False,303,138,0,2018-11-01 19:42:13,2018-11-01 19:42:13
1007,LaVFXPUYE,fudgepacker,A homosexual who engages in anal sex,,True,,69.0,eng,,,,False,False,False,True,True,False,False,615,386,0,2018-11-01 19:42:12,2018-11-01 19:42:12
1008,jdWVrzLjZ,flipabeano,A person of Filipino and Mexican descent,,True,,70.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2018-11-01 19:42:11,2018-11-01 19:42:11
1009,cEBJ2nMNX,fagbag,A homosexual male,,True,,98.0,eng,,,,False,False,False,False,True,False,False,673,319,0,2018-11-01 19:42:10,2018-11-01 19:42:10
1010,rknwZYjMw,derka derka,Derogatory interpretation of the Arabic language; most often applied in contexts relating to the Middle East and North Africa or Muslims in general,,True,,82.0,eng,,,,False,True,True,False,False,False,False,31,22,0,2018-11-01 19:42:09,2018-11-01 19:42:09
1011,pczCEQBNb,dindu nuffin,"A derogatory contraction of the words ""didn't do nothing,"" popularized as a slur against black people as a mockery of regional pronunciation",,True,,98.0,eng,,,,False,True,False,False,False,False,False,1359,642,0,2018-11-01 19:42:09,2018-11-01 19:42:09
1012,3tKVVTwnL,coonadian,A Canadian of African descent; sometimes applied to aboriginals,,True,,99.0,eng,,,,False,True,False,False,False,False,False,13,2,0,2018-11-01 19:42:08,2018-11-01 19:42:08
1013,tuUvptZQx,clog wog,A Dutch person,,False,US,61.0,eng,,,,True,True,False,False,False,False,False,14,6,0,2018-11-01 19:42:07,2018-11-01 19:42:07
1014,TrpChfsZt,cocksucker,A homosexual who engages in oral sex,Generic insult without sexual context,False,,74.0,eng,,,,False,False,False,False,True,False,False,0,0,0,2018-11-01 19:42:07,2018-11-01 19:42:07
1015,VxcXGhGEJ,Congoid,Some concatenation of Congo and mongoloid,,True,,92.0,eng,,,,False,True,False,False,False,False,False,339,214,0,2018-11-01 19:42:07,2018-11-01 19:42:07
1016,YDaaFLwuu,chimp-out,Acts of aggression commited by a black person,,False,,97.0,eng,,,,False,True,False,False,False,False,False,77,68,0,2018-11-01 19:42:06,2018-11-01 19:42:06
1017,4G2wcQTWZ,cholo chaser,A person who engages in relationships with hispanic individuals,,True,,66.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 19:42:06,2018-11-01 19:42:06
1018,vNrJWhyyk,chimp pack,A group of black people,,False,,86.0,eng,,,,False,True,False,False,False,False,False,1,0,0,2018-11-01 19:39:13,2018-11-01 19:39:13
1019,JuXUP7M2s,butt pirate,A homosexual who engages in anal sex,,True,,75.0,eng,,,,False,False,False,True,True,False,False,1043,481,0,2018-11-01 19:39:11,2018-11-01 19:39:11
1020,vtuMAYdp7,bootlip,A term for African Americans,,False,,90.0,eng,,,,False,True,False,False,False,False,False,25,12,0,2018-11-01 19:39:10,2018-11-01 19:39:10
1021,4LmhMZKUi,black invader,Accusative term for refugees or immigrants of darker complexion,,True,,82.0,eng,,,,False,True,False,False,False,False,False,33,13,0,2018-11-01 19:39:09,2018-11-01 19:39:09
1022,U7XB6fC79,tynekere,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2018-09-06 23:40:04,2018-09-06 23:40:04
1023,9CCMjFQbE,tynkard,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2018-09-06 23:00:04,2018-09-06 23:00:04
1024,UUqqkY4CM,tynkare,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2018-09-06 22:50:05,2018-09-06 22:50:05
1025,ZuAbaNuN7,Rhine monkey,A person of German descent.,,False,,63.0,eng,,,,True,False,False,False,False,False,False,1,1,0,2018-09-05 13:40:04,2018-09-05 13:40:04
1026,ZRUNtv3uU,proddywhoddy,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",,False,,82.0,eng,,prod,,False,False,True,False,False,False,False,0,0,0,2018-09-04 21:20:06,2018-09-04 21:20:06
1027,V8kK3c7CY,pommie grant,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",,False,,85.0,eng,,pom,,True,False,False,False,False,False,False,0,0,0,2018-09-04 15:50:04,2018-09-04 15:50:04
1028,Guu4dGFhA,bhrempti,"An Indian, based on the perceived pronunciation of 'twenty'.",,False,,12.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2018-09-04 03:20:04,2018-09-04 03:20:04
1029,V3b2KWX42,mongol,Disabled,East-Central Asian ethnic group native to Mongolia,False,,90.0,eng,,,,False,False,False,False,False,True,False,0,0,0,2018-05-25 12:59:56,2018-05-25 12:59:56
1030,za3nc7RBB,blue gum,A black person.,,False,,65.0,eng,,,,False,True,False,False,False,False,False,56,43,0,2018-05-24 14:07:41,2018-05-24 14:07:41
1031,RBDETb37d,nafri,North African man who sexually harasses women,,False,DE,81.0,eng,,,,False,True,False,False,False,False,False,20,12,1,2018-05-20 12:09:02,2018-05-20 12:09:02
1032,b4ZKxx6Ux,flip,A person from the Philippines,To turn upside down,False,,98.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2018-05-18 15:57:07,2018-05-18 15:57:07
1033,UtFDZRP8U,globalist,Coded language often used as a negative euphemism for Jew,An internationally-minded person,False,,91.0,eng,,,,True,False,True,False,False,False,False,0,0,0,2017-10-25 07:02:16,2017-10-25 07:02:16
1034,yRR8wkBE8,holohoax,Holocaust hoax (Holocaust denial),,False,,98.0,eng,,,,False,False,True,False,False,False,False,181,70,0,2017-10-25 06:58:08,2017-10-25 06:58:08
1035,89brU3DbR,bint,A human female,,False,GB,10.0,eng,,bitch,,False,False,False,True,False,False,False,236,40,0,2017-06-15 15:04:58,2017-06-15 15:04:58
1036,Zj8vYG3Tk,latrino,"In the USA a person of Latino descent, from 'latrine'. Extremely offensive.",,False,,71.0,eng,,,,False,True,False,False,False,False,False,21,6,0,2017-05-11 03:32:54,2017-05-11 03:32:54
1037,wbv4RQb8G,conchuda,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",,False,,96.0,eng,,cunt,,False,False,False,True,False,False,False,44,22,0,2017-05-02 14:54:19,2017-05-02 14:54:19
1038,7DekQUDft,closetfag,A person accused of being an homosexual,,False,,73.0,eng,,closet fag,,False,False,False,False,True,False,False,7,2,0,2017-04-11 22:14:26,2017-04-11 22:14:26
1039,kCRu3fmQA,closet fag,A person accused of being an homosexual,,False,,86.0,eng,,,,False,False,False,False,True,False,False,175,53,0,2017-04-11 22:11:38,2017-04-11 22:11:38
1040,GA9WdtvPr,tyncar,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",,False,,86.0,eng,,tinker,,False,True,False,False,False,False,False,0,0,0,2017-03-09 12:24:46,2017-03-09 12:24:46
1041,xufJ9ha64,chi chi,"An Anglo-Indian or Eurasian half-caste [probably from Hindi chi-chi fie!, literally, dirt] Also can refer to English spoken with a Southwest Asian accent.",,False,,89.0,eng,,chee chee,,False,True,False,False,False,False,False,1,0,0,2017-02-03 00:19:05,2017-02-03 00:19:05
1042,BhK3H9Taz,MTN,"A Dinka or of South Sudan ancestry, from the telecommunications network which is ubiquitous in Africa",[1] South African telecommunications company [2] Timezone,False,,73.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2016-12-16 20:00:23,2016-12-16 20:00:23
